site_id,IslandCode,Name,Year,Urchin,sample.size,sd.wetmass,av.wetmass,total.count,av.count.m2,sd.count,Nquads,av.total.biomass,latitude,longitude,Depth,time.reserve,reserve.status,Annual.catch
11,AN,Admiral's Reef,2017,purple,239,13.06629379,2.421911848,44,1.833333333,2.229281716,24,4.440171721,34.00775,-119.4343833,15,0,0,NA
11,AN,Admiral's Reef,2017,red,221,29.81682457,15.62208851,64,2.666666667,1.862712262,24,41.65890269,34.00775,-119.4343833,15,0,0,NA
11,AN,Admiral's Reef,2018,purple,244,8.253941795,8.832375174,397,16.54166667,16.12657087,24,146.102206,34.00775,-119.4343833,15,0,0,NA
11,AN,Admiral's Reef,2018,red,235,25.4515682,27.15893434,72,3,1.918806447,24,81.47680301,34.00775,-119.4343833,15,0,0,NA
11,AN,Admiral's Reef,2019,purple,319,13.11545431,10.06338219,321,13.375,10.09303315,24,134.5977368,34.00775,-119.4343833,15,0,0,NA
11,AN,Admiral's Reef,2019,red,269,27.18717347,86.62117632,51,2.125,1.170178697,24,184.0699997,34.00775,-119.4343833,15,0,0,NA
12,AN,Cathedral Cove,2017,purple,47,14.20023322,22.52941623,1,0.041666667,0.144337567,24,0.938725676,34.01586667,-119.3717333,8.5,40,1,NA
12,AN,Cathedral Cove,2017,red,100,17.03226587,126.43101,1,0.041666667,0.144337567,24,5.267958748,34.01586667,-119.3717333,8.5,40,1,NA
12,AN,Cathedral Cove,2018,purple,17,6.959969574,18.35013472,1,0.041666667,0.144337567,24,0.764588947,34.01586667,-119.3717333,8.5,41,1,NA
12,AN,Cathedral Cove,2018,red,56,16.55482823,113.4846148,11,0.458333333,0.655686085,24,52.01378179,34.01586667,-119.3717333,8.5,41,1,NA
12,AN,Cathedral Cove,2019,purple,24,12.87671474,33.56724998,1,0.041666667,0.144337567,24,1.398635416,34.01586667,-119.3717333,8.5,42,1,NA
12,AN,Cathedral Cove,2019,red,50,13.74793491,161.5271598,4,0.166666667,0.443812682,24,26.92119329,34.01586667,-119.3717333,8.5,42,1,NA
13,AN,Landing Cove,2017,purple,44,11.1072753,26.93095568,5,0.208333333,0.396480731,24,5.610615766,34.01666667,-119.3616667,9,40,1,NA
13,AN,Landing Cove,2017,red,26,20.79659735,102.3795873,5,0.208333333,0.396480731,24,21.32908068,34.01666667,-119.3616667,9,40,1,NA
13,AN,Landing Cove,2018,purple,193,10.96412101,24.80224223,22,0.916666667,1.240112409,24,22.73538871,34.01666667,-119.3616667,9,41,1,NA
13,AN,Landing Cove,2018,red,161,17.65273412,105.8676482,2,0.083333333,0.194624736,24,8.822304016,34.01666667,-119.3616667,9,41,1,NA
13,AN,Landing Cove,2019,purple,72,10.8117698,25.53399426,6,0.25,0.5,24,6.383498565,34.01666667,-119.3616667,9,42,1,NA
13,AN,Landing Cove,2019,red,60,14.79176554,183.0007128,5,0.208333333,0.396480731,24,38.12514851,34.01666667,-119.3616667,9,42,1,NA
14,SB,SE Sea Lion Rookery,2017,purple,134,8.386230572,12.42812293,47,1.958333333,1.924227511,24,24.33840741,33.46611667,-119.0277833,14,14,1,NA
14,SB,SE Sea Lion Rookery,2017,red,59,19.90358114,63.3548003,18,0.75,1.270289874,24,47.51610022,33.46611667,-119.0277833,14,14,1,NA
14,SB,SE Sea Lion Rookery,2018,purple,226,9.809433984,17.6255254,57,2.375,3.097836488,24,41.86062282,33.46611667,-119.0277833,14,15,1,NA
14,SB,SE Sea Lion Rookery,2018,red,57,16.07963032,115.9414729,6,0.25,0.722998805,24,28.98536823,33.46611667,-119.0277833,14,15,1,NA
14,SB,SE Sea Lion Rookery,2019,purple,163,7.965435062,18.36202722,70,2.916666667,4.021721326,24,53.55591272,33.46611667,-119.0277833,14,16,1,NA
14,SB,SE Sea Lion Rookery,2019,red,48,17.39752163,124.719845,11,0.458333333,1.157158222,24,57.1632623,33.46611667,-119.0277833,14,16,1,NA
15,SB,Arch Point,2017,purple,207,10.12132211,7.407791302,460,19.16666667,14.07340066,24,141.9826666,33.48753333,-119.0275833,8,0,0,NA
15,SB,Arch Point,2017,red,295,20.21013042,28.24316873,4,0.166666667,0.246182982,24,4.707194789,33.48753333,-119.0275833,8,0,0,NA
15,SB,Arch Point,2018,purple,309,11.20903559,7.581621146,1328,55.33333333,26.58377268,24,419.5163701,33.48753333,-119.0275833,8,0,0,NA
15,SB,Arch Point,2018,red,256,20.30535885,30.04375192,30,1.25,1.5,24,37.5546899,33.48753333,-119.0275833,8,0,0,NA
15,SB,Arch Point,2019,purple,210,16.91595902,6.129747224,1080,45,27.39110672,24,275.8386251,33.48753333,-119.0275833,8,0,0,NA
15,SB,Arch Point,2019,red,219,23.83501005,28.24773499,64,2.666666667,3.092022972,24,75.3272933,33.48753333,-119.0275833,8,0,0,NA
16,SB,Cat Canyon,2017,purple,206,9.419107348,13.40146115,17,0.708333333,1.176634904,24,9.492701649,33.46441667,-119.0391667,8,0,0,NA
16,SB,Cat Canyon,2017,red,203,18.35314884,116.4931935,23,0.958333333,1.157158222,24,111.6393104,33.46441667,-119.0391667,8,0,0,NA
16,SB,Cat Canyon,2018,purple,235,9.756429935,21.17048932,42,1.75,1.840207498,24,37.04835631,33.46441667,-119.0391667,8,0,0,NA
16,SB,Cat Canyon,2018,red,237,17.24907559,135.489375,23,0.958333333,2.136887428,24,129.8439844,33.46441667,-119.0391667,8,0,0,NA
16,SB,Cat Canyon,2019,purple,204,17.40501398,14.336876,43,1.791666667,1.802250277,24,25.68690284,33.46441667,-119.0391667,8,0,0,NA
16,SB,Cat Canyon,2019,red,200,26.34843401,133.3257251,27,1.125,2.532740162,24,149.9914407,33.46441667,-119.0391667,8,0,0,NA
2,SM,Hare Rock,2017,purple,271,7.800584497,3.957383029,2247,93.625,42.22188414,24,370.5099861,34.06438333,-120.3566,8,14,1,NA
2,SM,Hare Rock,2017,red,243,15.37071739,22.40571117,293,12.20833333,4.868536897,24,273.5363905,34.06438333,-120.3566,8,14,1,NA
2,SM,Hare Rock,2018,purple,287,5.337328349,2.692062923,3352,139.6666667,48.13302275,24,375.991455,34.06438333,-120.3566,8,15,1,NA
2,SM,Hare Rock,2018,red,231,15.39290794,17.94918534,268,11.16666667,6.790144373,24,200.4325697,34.06438333,-120.3566,8,15,1,NA
2,SM,Hare Rock,2019,purple,269,6.740719719,2.935315431,2247,93.625,36.73190649,24,274.8189073,34.06438333,-120.3566,8,16,1,NA
2,SM,Hare Rock,2019,red,227,19.07130488,27.2421038,268,11.16666667,7.616767787,24,304.2034925,34.06438333,-120.3566,8,16,1,NA
21,SM,Miracle Mile,2017,purple,174,13.96821472,21.08201442,209,8.708333333,7.380743783,24,183.5892089,34.0237,-120.3951667,8.5,0,0,NA
21,SM,Miracle Mile,2017,red,186,19.34492733,116.8647524,113,4.708333333,6.468308523,24,550.238209,34.0237,-120.3951667,8.5,0,0,NA
21,SM,Miracle Mile,2018,purple,267,12.53768614,21.12010924,736,30.66666667,13.07206135,24,647.6833501,34.0237,-120.3951667,8.5,0,0,NA
21,SM,Miracle Mile,2018,red,247,20.73292832,69.7236641,157,6.541666667,4.509879727,24,456.1089693,34.0237,-120.3951667,8.5,0,0,NA
21,SM,Miracle Mile,2019,purple,228,15.23702521,12.5546832,1027,42.79166667,19.20518199,24,537.2358187,34.0237,-120.3951667,8.5,0,0,NA
21,SM,Miracle Mile,2019,red,218,24.33483608,66.75131406,129,5.375,2.206653163,24,358.7883131,34.0237,-120.3951667,8.5,0,0,NA
22,SR,Cluster Point,2017,purple,288,13.80875508,6.003862125,833,34.70833333,12.95176073,24,208.3840479,33.92303333,-120.1873667,14,0,0,NA
22,SR,Cluster Point,2017,red,241,24.33152905,55.31401878,103,4.291666667,1.936002598,24,237.3893306,33.92303333,-120.1873667,14,0,0,NA
22,SR,Cluster Point,2018,purple,309,10.42708087,3.84981272,1545,64.375,26.23506068,24,247.8316938,33.92303333,-120.1873667,14,0,0,NA
22,SR,Cluster Point,2018,red,226,25.09610436,53.48156407,99,4.125,3.023581561,24,220.6114518,33.92303333,-120.1873667,14,0,0,NA
22,SR,Cluster Point,2019,purple,287,10.23570799,5.033117825,801,33.375,15.34026935,24,167.9803074,33.92303333,-120.1873667,14,0,0,NA
22,SR,Cluster Point,2019,red,228,23.93438287,43.3115139,82,3.416666667,2.031941898,24,147.9810058,33.92303333,-120.1873667,14,0,0,NA
23,SR,Trancion Canyon,2017,purple,210,14.13285674,4.295484266,591,24.625,12.24582489,24,105.7763001,33.90855,-120.1555,11.5,14,1,NA
23,SR,Trancion Canyon,2017,red,275,29.08080087,101.1674619,249,10.375,5.729211432,24,1049.612417,33.90855,-120.1555,11.5,14,1,NA
23,SR,Trancion Canyon,2018,purple,274,13.26312496,7.443370457,1207,50.29166667,18.51222978,24,374.3395059,33.90855,-120.1555,11.5,15,1,NA
23,SR,Trancion Canyon,2018,red,262,25.65276941,76.32896657,353,14.70833333,4.609566797,24,1122.671883,33.90855,-120.1555,11.5,15,1,NA
23,SR,Trancion Canyon,2019,purple,320,10.65788475,4.308822215,724,30.16666667,12.12310591,24,129.9828035,33.90855,-120.1555,11.5,16,1,NA
23,SR,Trancion Canyon,2019,red,248,27.90477567,57.4149991,329,13.70833333,4.6046337,24,787.063946,33.90855,-120.1555,11.5,16,1,NA
24,SR,Chickasaw,2017,purple,210,14.83313813,12.03342005,498,20.75,26.50857494,24,249.6934661,33.90036667,-120.1356333,11,14,1,NA
24,SR,Chickasaw,2017,red,208,34.59325555,129.0372632,116,4.833333333,4.339738855,24,623.6801054,33.90036667,-120.1356333,11,14,1,NA
24,SR,Chickasaw,2018,purple,260,14.80839861,11.89621972,522,21.75,16.45862581,24,258.7427789,33.90036667,-120.1356333,11,15,1,NA
24,SR,Chickasaw,2018,red,252,33.53024178,83.10286103,187,7.791666667,7.243989149,24,647.5097922,33.90036667,-120.1356333,11,15,1,NA
24,SR,Chickasaw,2019,purple,310,15.4714761,12.44219968,631,26.29166667,18.52572945,24,327.1261665,33.90036667,-120.1356333,11,16,1,NA
24,SR,Chickasaw,2019,red,327,28.89149504,185.2008093,258,10.75,13.24506769,24,1990.9087,33.90036667,-120.1356333,11,16,1,NA
25,SR,South Point,2017,purple,225,12.65461206,11.70238678,159,6.625,11.23534399,24,77.5283124,33.89233333,-120.1195,12.5,14,1,NA
25,SR,South Point,2017,red,244,29.78540827,165.0572431,40,1.666666667,4.135947365,24,275.0954052,33.89233333,-120.1195,12.5,14,1,NA
25,SR,South Point,2018,purple,210,8.153439938,5.473002624,1255,52.29166667,47.04806939,24,286.1924289,33.89233333,-120.1195,12.5,15,1,NA
25,SR,South Point,2018,red,211,29.58306148,63.97210506,52,2.166666667,3.79193722,24,138.6062276,33.89233333,-120.1195,12.5,15,1,NA
25,SR,South Point,2019,purple,200,10.24419311,6.217463762,358,14.91666667,22.32999749,24,92.74383445,33.89233333,-120.1195,12.5,16,1,NA
25,SR,South Point,2019,red,200,22.98311375,121.1832059,11,0.458333333,0.782139645,24,55.54230269,33.89233333,-120.1195,12.5,16,1,NA
26,SC,Devil's Peak Member,2017,purple,236,10.02544185,14.70410453,35,1.458333333,0.810676859,24,21.44348578,34.04493333,-119.6014,11.5,0,0,NA
26,SC,Devil's Peak Member,2017,red,202,14.65865659,73.65069748,15,0.625,1.002836885,24,46.03168592,34.04493333,-119.6014,11.5,0,0,NA
26,SC,Devil's Peak Member,2018,purple,229,11.11286753,9.393005649,550,22.91666667,11.79143243,24,215.2563795,34.04493333,-119.6014,11.5,0,0,NA
26,SC,Devil's Peak Member,2018,red,218,17.54294849,88.91444326,50,2.083333333,1.98669819,24,185.2384235,34.04493333,-119.6014,11.5,0,0,NA
26,SC,Devil's Peak Member,2019,purple,237,6.528829667,8.763007245,253,10.54166667,7.037104045,24,92.37670138,34.04493333,-119.6014,11.5,0,0,NA
26,SC,Devil's Peak Member,2019,red,212,17.73942954,72.79025009,26,1.083333333,1.018763362,24,78.85610427,34.04493333,-119.6014,11.5,0,0,NA
27,SC,Potato Pasture,2017,purple,200,17.13878026,1.141736006,14,0.583333333,0.596708141,24,0.66601267,34.05223333,-119.5825333,11.5,14,1,NA
27,SC,Potato Pasture,2017,red,190,23.74629491,103.709554,7,0.291666667,0.450168319,24,30.24861991,34.05223333,-119.5825333,11.5,14,1,NA
27,SC,Potato Pasture,2018,purple,189,11.77457215,11.39144964,55,2.291666667,3.048534173,24,26.10540542,34.05223333,-119.5825333,11.5,15,1,NA
27,SC,Potato Pasture,2018,red,159,23.96634054,91.8933825,12,0.5,0.639602149,24,45.94669125,34.05223333,-119.5825333,11.5,15,1,NA
27,SC,Potato Pasture,2019,purple,163,12.50641886,20.26005868,18,0.75,0.543557307,24,15.19504401,34.05223333,-119.5825333,11.5,16,1,NA
27,SC,Potato Pasture,2019,red,168,18.51208962,118.419859,5,0.208333333,0.257464325,24,24.67080396,34.05223333,-119.5825333,11.5,16,1,NA
28,SC,Cavern Point,2017,purple,145,11.8480037,30.39930154,26,1.083333333,0.97312368,24,32.93257667,34.05428333,-119.56685,12.5,14,1,NA
28,SC,Cavern Point,2017,red,259,20.0422446,147.3506471,22,0.916666667,1.703383442,24,135.0714265,34.05428333,-119.56685,12.5,14,1,NA
28,SC,Cavern Point,2018,purple,162,12.7147333,20.1570012,23,0.958333333,1.339238816,24,19.31712615,34.05428333,-119.56685,12.5,15,1,NA
28,SC,Cavern Point,2018,red,192,22.28069142,106.9880167,14,0.583333333,0.874729395,24,62.40967641,34.05428333,-119.56685,12.5,15,1,NA
28,SC,Cavern Point,2019,purple,72,9.086439362,19.92288065,21,0.875,1.089724736,24,17.43252056,34.05428333,-119.56685,12.5,16,1,NA
28,SC,Cavern Point,2019,red,142,17.79965981,138.0181176,17,0.708333333,0.721687836,24,97.76283329,34.05428333,-119.56685,12.5,16,1,NA
29,SC,Little Scorpion,2017,purple,231,12.82407274,7.706092869,134,5.583333333,5.012862244,24,43.02568519,34.04415,-119.54245,11.5,0,0,NA
29,SC,Little Scorpion,2017,red,208,20.88545098,39.91156439,76,3.166666667,2.208797836,24,126.3866206,34.04415,-119.54245,11.5,0,0,NA
29,SC,Little Scorpion,2018,purple,299,8.810993753,8.999181227,193,8.041666667,7.575253771,24,72.3684157,34.04415,-119.54245,11.5,0,0,NA
29,SC,Little Scorpion,2018,red,270,19.06167154,60.98817551,90,3.75,1.994310088,24,228.7056582,34.04415,-119.54245,11.5,0,0,NA
29,SC,Little Scorpion,2019,purple,197,7.623801242,15.92082988,84,3.5,3.994314141,24,55.72290459,34.04415,-119.54245,11.5,0,0,NA
29,SC,Little Scorpion,2019,red,219,14.66991483,90.70323872,100,4.166666667,1.527525232,24,377.9301614,34.04415,-119.54245,11.5,0,0,NA
3,SR,Johnson's Lee North,2017,purple,258,13.53791912,4.708738517,1393,58.04166667,11.01952468,24,273.3030314,33.90146667,-120.1029667,10,0,0,NA
3,SR,Johnson's Lee North,2017,red,202,17.97621767,31.45073621,73,3.041666667,3.299161969,24,95.66265597,33.90146667,-120.1029667,10,0,0,NA
3,SR,Johnson's Lee North,2018,purple,335,10.81678024,2.404965114,3194,133.0833333,43.91098089,24,320.0607739,33.90146667,-120.1029667,10,0,0,NA
3,SR,Johnson's Lee North,2018,red,175,19.92730961,36.72552244,90,3.75,3.144258837,24,137.7207091,33.90146667,-120.1029667,10,0,0,NA
3,SR,Johnson's Lee North,2019,purple,242,9.60956538,3.506284517,1917,79.875,26.44559166,24,280.0644758,33.90146667,-120.1029667,10,0,0,NA
3,SR,Johnson's Lee North,2019,red,213,16.70336601,61.25475602,80,3.333333333,3.743681546,24,204.1825201,33.90146667,-120.1029667,10,0,0,NA
30,SC,Pedro Reef,2017,purple,204,8.267553089,4.662375972,631,26.29166667,11.00507803,24,122.5816349,34.03836667,-119.5253,8.5,0,0,NA
30,SC,Pedro Reef,2017,red,203,15.22962962,13.91561431,176,7.333333333,2.79067712,24,102.0478383,34.03836667,-119.5253,8.5,0,0,NA
30,SC,Pedro Reef,2018,purple,251,6.320000504,5.421577356,681,28.375,16.52425903,24,153.8372575,34.03836667,-119.5253,8.5,0,0,NA
30,SC,Pedro Reef,2018,red,235,11.64182063,20.69978167,120,5,2.755160447,24,103.4989084,34.03836667,-119.5253,8.5,0,0,NA
30,SC,Pedro Reef,2019,purple,208,6.324643455,9.883618839,295,12.29166667,10.7818415,24,121.4861482,34.03836667,-119.5253,8.5,0,0,NA
30,SC,Pedro Reef,2019,red,200,13.63521066,48.84425655,21,0.875,0.882274952,24,42.73872448,34.03836667,-119.5253,8.5,0,0,NA
31,AN,Keyhole,2017,purple,231,13.1662608,6.731074098,55,2.291666667,3.780682558,24,15.42537814,34.01641667,-119.4320167,8,0,0,NA
31,AN,Keyhole,2017,red,140,23.31153132,63.40162467,15,0.625,0.772392976,24,39.62601542,34.01641667,-119.4320167,8,0,0,NA
31,AN,Keyhole,2018,purple,213,12.35671174,9.932351523,156,6.5,5.099019514,24,64.5602849,34.01641667,-119.4320167,8,0,0,NA
31,AN,Keyhole,2018,red,215,21.03484963,88.68711052,24,1,1.381698559,24,88.68711052,34.01641667,-119.4320167,8,0,0,NA
31,AN,Keyhole,2019,purple,199,10.78389876,19.12963723,38,1.583333333,1.607275127,24,30.28859227,34.01641667,-119.4320167,8,0,0,NA
31,AN,Keyhole,2019,red,115,19.95435294,121.652346,10,0.416666667,0.468718433,24,50.68847751,34.01641667,-119.4320167,8,0,0,NA
32,AN,East Fish Camp,2017,purple,231,5.248344096,9.336089465,425,17.70833333,10.78394921,24,165.3265843,34.0045,-119.3857833,11.5,0,0,NA
32,AN,East Fish Camp,2017,red,230,9.232199659,36.59533468,99,4.125,2.459905763,24,150.9557555,34.0045,-119.3857833,11.5,0,0,NA
32,AN,East Fish Camp,2018,purple,228,5.13067512,9.111966709,485,20.20833333,12.0424596,24,184.1376606,34.0045,-119.3857833,11.5,0,0,NA
32,AN,East Fish Camp,2018,red,189,11.51402778,31.44445957,76,3.166666667,2.003784299,24,99.57412196,34.0045,-119.3857833,11.5,0,0,NA
32,AN,East Fish Camp,2019,purple,215,4.000733469,9.966463822,350,14.58333333,8.184889996,24,145.3442641,34.0045,-119.3857833,11.5,0,0,NA
32,AN,East Fish Camp,2019,red,211,12.71765859,34.75155542,36,1.5,1.044465936,24,52.12733312,34.0045,-119.3857833,11.5,0,0,NA
33,AN,Black Sea Bass Reef,2017,purple,44,16.43354225,1.811943232,7,0.291666667,0.582250076,24,0.528483443,34.0126,-119.3891833,16.5,40,1,NA
33,AN,Black Sea Bass Reef,2017,red,75,30.52506281,12.2944494,3,0.125,0.226133508,24,1.536806175,34.0126,-119.3891833,16.5,40,1,NA
33,AN,Black Sea Bass Reef,2018,purple,51,12.17590034,10.45006951,1,0.041666667,0.144337567,24,0.435419563,34.0126,-119.3891833,16.5,41,1,NA
33,AN,Black Sea Bass Reef,2018,red,25,21.72916627,80.70191463,1,0.041666667,0.144337567,24,3.362579776,34.0126,-119.3891833,16.5,41,1,NA
33,AN,Black Sea Bass Reef,2019,purple,14,19.51795454,11.02590674,6,0.25,0.866025404,24,2.756476684,34.0126,-119.3891833,16.5,42,1,NA
33,AN,Black Sea Bass Reef,2019,red,23,18.26311863,146.9223277,2,0.083333333,0.194624736,24,12.24352731,34.0126,-119.3891833,16.5,42,1,NA
34,AN,Lighthouse,2017,purple,319,16.35950146,6.097137652,110,4.583333333,6.323956376,24,27.94521424,34.0141,-119.3590167,8.5,0,0,NA
34,AN,Lighthouse,2017,red,219,27.48028644,11.60071202,11,0.458333333,0.782139645,24,5.316993007,34.0141,-119.3590167,8.5,0,0,NA
34,AN,Lighthouse,2018,purple,205,13.40523178,10.33805524,230,9.583333333,7.064100449,24,99.07302943,34.0141,-119.3590167,8.5,0,0,NA
34,AN,Lighthouse,2018,red,211,25.7950492,35.27707383,32,1.333333333,1.61432977,24,47.03609845,34.0141,-119.3590167,8.5,0,0,NA
34,AN,Lighthouse,2019,purple,347,17.21148924,14.71210063,79,3.291666667,3.933875797,24,48.42733125,34.0141,-119.3590167,8.5,0,0,NA
34,AN,Lighthouse,2019,red,291,30.40428658,53.32386718,18,0.75,1.469384534,24,39.99290038,34.0141,-119.3590167,8.5,0,0,NA
35,SB,Webster's Arch,2017,purple,213,11.37467578,5.077994949,347,14.45833333,6.569413746,24,73.41934364,33.48003333,-119.0621167,14.5,0,0,NA
35,SB,Webster's Arch,2017,red,214,26.44223863,32.46050384,112,4.666666667,4.047071519,24,151.4823512,33.48003333,-119.0621167,14.5,0,0,NA
35,SB,Webster's Arch,2018,purple,231,10.59373654,6.854396528,454,18.91666667,7.603328617,24,129.6623343,33.48003333,-119.0621167,14.5,0,0,NA
35,SB,Webster's Arch,2018,red,222,26.43892344,60.70429656,54,2.25,2.792034123,24,136.5846673,33.48003333,-119.0621167,14.5,0,0,NA
35,SB,Webster's Arch,2019,purple,275,12.09560236,8.221185685,592,24.66666667,17.14156741,24,202.7892469,33.48003333,-119.0621167,14.5,0,0,NA
35,SB,Webster's Arch,2019,red,275,26.42507807,38.62868998,79,3.291666667,2.280932159,24,127.1527712,33.48003333,-119.0621167,14.5,0,0,NA
36,SB,Graveyard Canyon,2017,purple,28,4.350241737,5.101637562,1,0.041666667,0.144337567,24,0.212568232,33.47306667,-119.02685,11.5,14,1,NA
36,SB,Graveyard Canyon,2018,purple,99,6.324082689,4.872351822,6,0.25,0.5,24,1.218087955,33.47306667,-119.02685,11.5,15,1,NA
36,SB,Graveyard Canyon,2019,purple,128,8.966881184,10.96521433,15,0.625,1.416220964,24,6.853258956,33.47306667,-119.02685,11.5,16,1,NA
36,SB,Graveyard Canyon,2019,red,1,NA,286.5646799,0,0,0,24,0,33.47306667,-119.02685,11.5,16,1,NA
37,SB,Southeast Reef,2017,purple,137,8.986715543,19.14783646,38,1.583333333,1.345587627,24,30.31740772,33.46293333,-119.0312667,12,14,1,NA
37,SB,Southeast Reef,2017,red,178,24.35878115,140.113247,47,1.958333333,2.86402715,24,274.388442,33.46293333,-119.0312667,12,14,1,NA
37,SB,Southeast Reef,2018,purple,255,8.924869538,14.6427052,47,1.958333333,1.389217133,24,28.67529768,33.46293333,-119.0312667,12,15,1,NA
37,SB,Southeast Reef,2018,red,215,19.37943463,89.70144672,27,1.125,1.150592733,24,100.9141276,33.46293333,-119.0312667,12,15,1,NA
37,SB,Southeast Reef,2019,purple,201,8.866769535,21.76924083,48,2,1.651445648,24,43.53848166,33.46293333,-119.0312667,12,16,1,NA
37,SB,Southeast Reef,2019,red,210,19.39512286,127.5759345,34,1.416666667,1.164500153,24,180.7325738,33.46293333,-119.0312667,12,16,1,NA
4,SR,Johnson's Lee South,2017,purple,255,10.60835196,3.233601382,755,31.45833333,14.32172275,24,101.7237101,33.89753333,-120.10075,16.5,0,0,NA
4,SR,Johnson's Lee South,2017,red,221,22.72289658,46.51647168,73,3.041666667,1.900458477,24,141.4876014,33.89753333,-120.10075,16.5,0,0,NA
4,SR,Johnson's Lee South,2018,purple,230,8.55500857,2.525520592,2086,86.91666667,23.3324134,24,219.5098315,33.89753333,-120.10075,16.5,0,0,NA
4,SR,Johnson's Lee South,2018,red,224,19.96521589,20.55609826,110,4.583333333,4.17695699,24,94.21545038,33.89753333,-120.10075,16.5,0,0,NA
4,SR,Johnson's Lee South,2019,purple,355,7.472633289,3.215610359,1013,42.20833333,19.6161556,24,135.7255539,33.89753333,-120.10075,16.5,0,0,NA
4,SR,Johnson's Lee South,2019,red,260,12.78569794,12.35658623,32,1.333333333,1.134847473,24,16.47544831,33.89753333,-120.10075,16.5,0,0,NA
5,SR,Rodes Reef,2017,purple,209,7.355090075,2.413941289,832,34.66666667,9.594821836,24,83.68329801,34.03261667,-120.107,16.5,0,0,NA
5,SR,Rodes Reef,2017,red,206,8.637303245,6.90260441,294,12.25,5.011350752,24,84.55690402,34.03261667,-120.107,16.5,0,0,NA
5,SR,Rodes Reef,2018,purple,282,5.679838808,2.52980578,1591,66.29166667,16.77316354,24,167.7050415,34.03261667,-120.107,16.5,0,0,NA
5,SR,Rodes Reef,2018,red,248,9.210481166,6.627967841,438,18.25,7.605321104,24,120.9604131,34.03261667,-120.107,16.5,0,0,NA
5,SR,Rodes Reef,2019,purple,221,5.338897413,1.707275362,1320,55,21.61438915,24,93.90014493,34.03261667,-120.107,16.5,0,0,NA
5,SR,Rodes Reef,2019,red,294,9.231512413,5.471818857,323,13.45833333,5.553288679,24,73.64156212,34.03261667,-120.107,16.5,0,0,NA
6,SC,Gull Island South,2017,purple,230,13.70310167,16.3985818,89,3.708333333,4.407938775,24,60.81140751,33.94966667,-119.8275833,16.5,14,1,NA
6,SC,Gull Island South,2017,red,210,30.89716441,158.6232718,97,4.041666667,3.756559919,24,641.1023902,33.94966667,-119.8275833,16.5,14,1,NA
6,SC,Gull Island South,2018,purple,216,11.01499155,10.08849213,124,5.166666667,4.058287443,24,52.12387598,33.94966667,-119.8275833,16.5,15,1,NA
6,SC,Gull Island South,2018,red,228,16.73408499,112.2087348,61,2.541666667,3.37408798,24,285.197201,33.94966667,-119.8275833,16.5,15,1,NA
6,SC,Gull Island South,2019,purple,270,8.99676078,17.72857874,118,4.916666667,3.058767825,24,87.16551214,33.94966667,-119.8275833,16.5,16,1,NA
6,SC,Gull Island South,2019,red,268,19.15491392,174.8528234,76,3.166666667,3.767886635,24,553.7006073,33.94966667,-119.8275833,16.5,16,1,NA
7,SC,Fry's Harbor,2017,purple,198,10.11823275,8.648586017,33,1.375,2.307349916,24,11.89180577,34.05635,-119.75515,13.5,0,0,NA
7,SC,Fry's Harbor,2017,red,218,22.20930822,50.27952265,19,0.791666667,1.195794398,24,39.8046221,34.05635,-119.75515,13.5,0,0,NA
